time,pitch_position,pitch_velocity
1747129165.81621,-0.717768967,-62.868106842
1747129165.81871,-0.717768967,-62.530460358
1747129165.8212,-0.717768967,-62.200679779
1747129165.8237,-0.731268525,-60.033359528
1747129165.8262,-0.731268525,-62.921375275
1747129165.82876,-0.731268525,-62.616779327
1747129165.83146,-0.731268525,-62.321102142
1747129165.83408,-0.731268525,-62.034629822
1747129165.83667,-0.731268525,-61.757575989
1747129165.83925,-0.731268525,-61.490219116
1747129165.84191,-0.731268525,-61.232757568
1747129165.84449,-0.731268525,-60.985412598
1747129165.84714,-0.731268525,-60.748435974
1747129165.84963,-0.731268525,-60.521999359
1747129165.85214,-0.731268525,-60.306335449
1747129165.85467,-0.731268525,-60.101608276
1747129165.85714,-0.731268525,-59.908023834
1747129165.85964,-0.731268525,-59.725730896
1747129165.86213,-0.731268525,-59.554912567
1747129165.8647,-0.731268525,-59.395706177
1747129165.86712,-0.731268525,-59.248271942
1747129165.86961,-0.731268525,-59.112728119
1747129165.87212,-0.758267641,-55.310752869
1747129165.87463,-0.785269439,-57.935760498
1747129165.87713,-0.771769881,-66.021530151
1747129165.87987,-0.758267641,-64.580741882
1747129165.88248,-0.758267641,-61.328735352
1747129165.88511,-0.771769881,-59.566989899
1747129165.88773,-0.771769881,-62.573406219
1747129165.89047,-0.771769881,-62.536693573
1747129165.89322,-0.771769881,-62.512638092
1747129165.89597,-0.771769881,-62.501270294
1747129165.89859,-0.785269439,-60.857200623
1747129165.90113,-0.798768997,-62.177444458
1747129165.90368,-0.798768997,-65.254684448
1747129165.90627,-0.798768997,-65.294174194
1747129165.90881,-0.798768997,-65.346359253
1747129165.91134,-0.798768997,-65.411201477
1747129165.91401,-0.798768997,-65.488647461
1747129165.91651,-0.798768997,-65.578659058
1747129165.919,-0.798768997,-65.681152344
1747129165.92148,-0.798768997,-65.796066284
1747129165.92405,-0.785269439,-67.770233154
1747129165.92655,-0.785269439,-64.70716095
1747129165.92914,-0.785269439,-64.85874939
1747129165.93174,-0.785269439,-65.022346497
1747129165.93423,-0.785269439,-65.1978302
1747129165.93676,-0.785269439,-65.385032654
1747129165.93928,-0.785269439,-65.583839417
1747129165.94182,-0.798768997,-63.99155426
1747129165.94433,-0.798768997,-67.371139526
1747129165.9469,-0.798768997,-67.603691101
1747129165.94943,-0.798768997,-67.847137451
1747129165.95193,-0.798768997,-68.101249695
1747129165.95442,-0.798768997,-68.365859985
1747129165.95693,-0.798768997,-68.640716553
1747129165.95943,-0.798768997,-68.925613403
1747129165.96202,-0.798768997,-69.220298767
1747129165.96453,-0.812271237,-67.741615295
1747129165.96707,-0.812271237,-71.193954468
1747129165.96956,-0.812271237,-71.516540527
1747129165.97204,-0.812271237,-71.847862244
1747129165.97455,-0.812271237,-72.187690735
1747129165.97707,-0.812271237,-72.535705566
1747129165.97964,-0.798768997,-74.693237305
1747129165.98217,-0.798768997,-71.899284363
1747129165.98467,-0.798768997,-72.270126343
1747129165.9872,-0.798768997,-72.64793396
1747129165.98971,-0.798768997,-73.032424927
1747129165.99234,-0.785269439,-75.227020264
1747129165.99509,-0.771769881,-74.187637329
1747129165.9977,-0.771769881,-71.511390686
1747129166.00025,-0.771769881,-71.919204712
1747129166.0028,-0.771769881,-72.332000732
1747129166.00532,-0.771769881,-72.749443054
1747129166.00783,-0.771769881,-73.17111969
1747129166.01033,-0.758267641,-75.418457031
1747129166.01301,-0.758267641,-72.669921875
1747129166.01555,-0.758267641,-73.10219574
1747129166.01805,-0.744768083,-75.296478271
1747129166.02056,-0.744768083,-72.619056702
1747129166.02307,-0.744768083,-73.058509827
1747129166.02558,-0.744768083,-73.49962616
1747129166.02814,-0.744768083,-73.941978455
1747129166.03067,-0.744768083,-74.385223389
1747129166.03316,-0.744768083,-74.828933716
1747129166.03569,-0.744768083,-75.272766113
1747129166.03827,-0.731268525,-77.497619629
1747129166.04079,-0.731268525,-74.803520203
1747129166.04333,-0.731268525,-75.245330811
1747129166.04583,-0.731268525,-75.685646057
1747129166.04829,-0.717768967,-77.944267273
1747129166.05083,-0.704266727,-77.091186523
1747129166.05334,-0.704266727,-74.282531738
1747129166.05585,-0.690767169,-76.52822113
1747129166.05835,-0.690767169,-73.784790039
1747129166.06086,-0.677267611,-76.035987854
1747129166.06339,-0.663765371,-75.083625793
1747129166.06593,-0.663765371,-72.3309021
1747129166.06844,-0.663765371,-72.740837097
1747129166.07097,-0.650265813,-74.949249268
1747129166.07348,-0.636766255,-73.981468201
1747129166.07604,-0.636766255,-71.226425171
1747129166.07863,-0.636766255,-71.613204956
1747129166.08112,-0.636766255,-71.993278503
1747129166.08371,-0.623266697,-74.163856506
1747129166.08627,-0.609764457,-73.1434021
1747129166.08887,-0.609764457,-70.378623962
1747129166.0915,-0.609764457,-70.728675842
1747129166.09407,-0.609764457,-71.070388794
1747129166.09666,-0.596264899,-73.151817322
1747129166.09911,-0.596264899,-70.371994019
1747129166.10164,-0.596264899,-70.686897278
1747129166.10418,-0.596264899,-70.992256165
1747129166.10669,-0.582765341,-73.06918335
1747129166.10925,-0.582765341,-70.217697144
1747129166.1118,-0.582765341,-70.492851257
1747129166.11441,-0.569263101,-72.534187317
1747129166.11692,-0.569263101,-69.655250549
1747129166.11942,-0.569263101,-69.897888184
1747129166.12195,-0.569263101,-70.129211426
1747129166.12448,-0.555763543,-72.144012451
1747129166.127,-0.542263985,-71.010246277
1747129166.12965,-0.542263985,-68.042015076
1747129166.13232,-0.542263985,-68.226043701
1747129166.13485,-0.528764427,-70.022994995
1747129166.13735,-0.515262187,-68.981941223
1747129166.14102,-0.515262187,-65.992271423
1747129166.14347,-0.515262187,-66.126228333
1747129166.146,-0.501762629,-68.111045837
1747129166.14849,-0.488263071,-66.794723511
1747129166.15097,-0.501762629,-61.897247314
1747129166.15351,-0.488263071,-67.0284729
1747129166.15602,-0.488263071,-63.889183044
1747129166.15854,-0.488263071,-63.944229126
1747129166.16103,-0.488263071,-63.985839844
1747129166.16353,-0.488263071,-64.013969421
1747129166.16604,-0.488263071,-64.028579712
1747129166.16852,-0.488263071,-64.029632568
1747129166.17098,-0.488263071,-64.01713562
1747129166.17348,-0.488263071,-63.991077423
1747129166.17599,-0.488263071,-63.951469421
1747129166.1785,-0.488263071,-63.898334503
1747129166.18098,-0.488263071,-63.83171463
1747129166.18342,-0.488263071,-63.751651764
1747129166.18591,-0.488263071,-63.658210754
1747129166.1884,-0.488263071,-63.551464081
1747129166.19084,-0.488263071,-63.431495667
1747129166.19329,-0.488263071,-63.298400879
1747129166.19579,-0.488263071,-63.152297974
1747129166.19829,-0.488263071,-62.993293762
1747129166.20082,-0.488263071,-62.821540833
1747129166.20332,-0.488263071,-62.637161255
1747129166.20583,-0.488263071,-62.440338135
1747129166.20835,-0.488263071,-62.231212616
1747129166.21088,-0.488263071,-62.009986877
1747129166.21343,-0.488263071,-61.776832581
1747129166.21594,-0.488263071,-61.531978607
1747129166.21842,-0.488263071,-61.275608063
1747129166.22094,-0.488263071,-61.007972717
1747129166.22344,-0.488263071,-60.729278564
1747129166.22597,-0.488263071,-60.439807892
1747129166.22848,-0.488263071,-60.139770508
1747129166.23101,-0.488263071,-59.829490662
1747129166.23351,-0.488263071,-59.509178162
1747129166.23605,-0.488263071,-59.179180145
1747129166.23854,-0.488263071,-58.839740753
1747129166.24104,-0.488263071,-58.491210938
1747129166.24358,-0.488263071,-58.133846283
1747129166.24602,-0.488263071,-57.768028259
1747129166.24849,-0.501762629,-55.54322052
1747129166.25098,-0.515262187,-56.471218109
1747129166.25343,-0.515262187,-59.334171295
1747129166.25588,-0.501762629,-60.810699463
1747129166.25837,-0.515262187,-55.290344238
1747129166.26087,-0.528764427,-56.270069122
1747129166.26344,-0.528764427,-59.065425873
1747129166.26596,-0.515262187,-60.391723633
1747129166.26847,-0.515262187,-56.861888885
1747129166.27099,-0.528764427,-54.611366272
1747129166.2735,-0.542263985,-55.55316925
1747129166.27602,-0.542263985,-58.266422272
1747129166.27856,-0.542263985,-57.822887421
1747129166.28114,-0.542263985,-57.376113892
1747129166.28373,-0.555763543,-55.176921844
1747129166.28626,-0.555763543,-57.830036163
1747129166.28882,-0.555763543,-57.375961304
1747129166.29133,-0.555763543,-56.920257568
1747129166.29387,-0.569263101,-54.663421631
1747129166.29635,-0.582765341,-55.547241211
1747129166.29886,-0.582765341,-58.259380341
1747129166.30138,-0.582765341,-57.801559448
1747129166.3039,-0.582765341,-57.344295502
1747129166.30644,-0.596264899,-55.080467224
1747129166.30897,-0.609764457,-56.002376556
1747129166.31147,-0.609764457,-58.691173553
1747129166.31409,-0.609764457,-58.240314484
1747129166.3166,-0.623266697,-56.050662994
1747129166.31908,-0.636766255,-56.872608185
1747129166.32158,-0.636766255,-59.616889954
1747129166.32408,-0.636766255,-59.179222107
1747129166.32661,-0.636766255,-58.745872498
1747129166.32913,-0.636766255,-58.317302704
1747129166.33189,-0.650265813,-56.179023743
1747129166.33441,-0.650265813,-58.831554413
1747129166.33706,-0.650265813,-58.419631958
1747129166.33957,-0.663765371,-56.37311554
1747129166.34204,-0.677267611,-57.145240784
1747129166.34454,-0.677267611,-59.934932709
1747129166.34708,-0.677267611,-59.550701141
1747129166.3496,-0.677267611,-59.174316406
1747129166.35209,-0.690767169,-56.999931335
1747129166.3546,-0.704266727,-57.961708069
1747129166.3572,-0.704266727,-60.807201385
1747129166.3598,-0.704266727,-60.465820313
1747129166.3624,-0.704266727,-60.134021759
1747129166.36503,-0.717768967,-58.102897644
1747129166.36759,-0.731268525,-59.184753418
1747129166.37012,-0.731268525,-61.910945892
1747129166.37272,-0.731268525,-61.620689392
1747129166.37538,-0.731268525,-61.341529846
1747129166.378,-0.758267641,-57.646484375
1747129166.38077,-0.771769881,-61.839565277
1747129166.3834,-0.771769881,-64.640594482
1747129166.386,-0.771769881,-64.408584595
1747129166.38863,-0.771769881,-64.188941956
1747129166.39123,-0.785269439,-62.339897156
1747129166.39384,-0.785269439,-65.143325806
1747129166.39637,-0.785269439,-64.962127686
1747129166.39888,-0.798768997,-63.012786865
1747129166.40137,-0.798768997,-65.995117188
1747129166.40387,-0.798768997,-65.854034424
1747129166.40638,-0.798768997,-65.726623535
1747129166.40888,-0.812271237,-63.791290283
1747129166.4114,-0.812271237,-66.869262695
1747129166.41403,-0.812271237,-66.783660889
1747129166.41655,-0.812271237,-66.712181091
1747129166.41907,-0.812271237,-66.654937744
1747129166.42171,-0.812271237,-66.611968994
1747129166.42411,-0.812271237,-66.583343506
1747129166.42671,-0.812271237,-66.569107056
1747129166.42926,-0.812271237,-66.569267273
1747129166.4318,-0.812271237,-66.583854675
1747129166.43441,-0.812271237,-66.612869263
1747129166.437,-0.812271237,-66.656280518
1747129166.43955,-0.812271237,-66.714073181
1747129166.44201,-0.825770795,-65.020828247
1747129166.4445,-0.825770795,-68.228210449
1747129166.44697,-0.839270353,-66.476707458
1747129166.44947,-0.839270353,-69.79914856
1747129166.45198,-0.839270353,-69.927894592
1747129166.45447,-0.839270353,-70.070556641
1747129166.45697,-0.839270353,-70.227005005
1747129166.45949,-0.839270353,-70.397102356
1747129166.4621,-0.839270353,-70.580680847
1747129166.46461,-0.839270353,-70.777603149
1747129166.46715,-0.839270353,-70.98765564
1747129166.46967,-0.839270353,-71.21068573
1747129166.47214,-0.839270353,-71.44644165
1747129166.47508,-0.839270353,-71.694747925
1747129166.47767,-0.839270353,-71.955375671
1747129166.48014,-0.839270353,-72.228050232
1747129166.48262,-0.839270353,-72.512550354
1747129166.48512,-0.839270353,-72.808570862
1747129166.48761,-0.825770795,-74.949981689
1747129166.49014,-0.825770795,-72.078521729
1747129166.49261,-0.825770795,-72.407463074
1747129166.49516,-0.825770795,-72.746757507
1747129166.49773,-0.825770795,-73.096107483
1747129166.50022,-0.812271237,-75.171150208
1747129166.50277,-0.812271237,-72.467933655
1747129166.50528,-0.812271237,-72.845375061
1747129166.50781,-0.812271237,-73.231452942
1747129166.51036,-0.798768997,-75.423683167
1747129166.513,-0.798768997,-72.672210693
1747129166.51558,-0.798768997,-73.082008362
1747129166.51812,-0.798768997,-73.498893738
1747129166.52065,-0.798768997,-73.922515869
1747129166.52315,-0.798768997,-74.352416992
1747129166.52569,-0.785269439,-76.577011108
1747129166.52819,-0.785269439,-73.873886108
1747129166.53066,-0.785269439,-74.320198059
1747129166.53309,-0.785269439,-74.771080017
1747129166.53559,-0.771769881,-77.132102966
1747129166.53802,-0.771769881,-74.329284668
1747129166.54056,-0.771769881,-74.79133606
1747129166.54305,-0.758267641,-77.055259705
1747129166.54556,-0.758267641,-74.367492676
1747129166.5481,-0.744768083,-76.665588379
1747129166.55061,-0.744768083,-73.951507568
1747129166.55312,-0.744768083,-74.422988892
1747129166.55566,-0.731268525,-76.699996948
1747129166.55816,-0.717768967,-75.818901062
1747129166.56072,-0.704266727,-74.933990479
1747129166.5633,-0.704266727,-72.242225647
1747129166.56593,-0.704266727,-72.71156311
1747129166.56849,-0.690767169,-74.853050232
1747129166.57101,-0.677267611,-74.056495667
1747129166.57353,-0.663765371,-73.178451538
1747129166.57605,-0.663765371,-70.498840332
1747129166.57866,-0.663765371,-70.954376221
1747129166.58121,-0.663765371,-71.405731201
1747129166.58373,-0.650265813,-73.603279114
1747129166.58623,-0.636766255,-72.746124268
1747129166.58873,-0.636766255,-70.019226074
1747129166.59123,-0.636766255,-70.449546814
1747129166.59374,-0.636766255,-70.873474121
1747129166.59633,-0.623266697,-73.106933594
1747129166.59882,-0.623266697,-70.34488678
1747129166.60133,-0.609764457,-72.535049438
1747129166.60385,-0.609764457,-69.785476685
1747129166.60637,-0.609764457,-70.171234131
1747129166.60888,-0.609764457,-70.548126221
1747129166.61141,-0.596264899,-72.739738464
1747129166.61414,-0.582765341,-71.718238831
1747129166.61666,-0.582765341,-68.910728455
1747129166.61917,-0.582765341,-69.248451233
1747129166.62169,-0.569263101,-71.394737244
1747129166.62421,-0.555763543,-70.324432373
1747129166.6267,-0.555763543,-67.484710693
1747129166.62924,-0.555763543,-67.777709961
1747129166.6317,-0.542263985,-69.870010376
1747129166.63418,-0.528764427,-68.842147827
1747129166.63671,-0.515262187,-67.714614868
1747129166.63918,-0.515262187,-64.759941101
1747129166.64169,-0.515262187,-64.990234375
1747129166.64425,-0.515262187,-65.207191467
1747129166.64677,-0.501762629,-67.21559906
1747129166.64923,-0.488263071,-66.040878296
1747129166.65176,-0.488263071,-63.064682007
1747129166.65433,-0.488263071,-63.22618103
1747129166.65687,-0.488263071,-63.373310089
1747129166.65936,-0.488263071,-63.505950928
1747129166.66191,-0.488263071,-63.623920441
1747129166.66454,-0.488263071,-63.727108002
1747129166.66706,-0.488263071,-63.815383911
1747129166.66968,-0.488263071,-63.888648987
1747129166.67226,-0.488263071,-63.946815491
1747129166.67492,-0.488263071,-63.989810944
1747129166.67751,-0.488263071,-64.017578125
1747129166.68013,-0.488263071,-64.030075073
1747129166.68266,-0.488263071,-64.027267456
1747129166.68523,-0.47476083,-65.783462524
1747129166.68774,-0.47476083,-62.619857788
1747129166.69026,-0.488263071,-60.753204346
1747129166.69282,-0.47476083,-65.675987244
1747129166.69537,-0.47476083,-62.428050995
1747129166.69794,-0.47476083,-62.333774567
1747129166.70047,-0.47476083,-62.224441528
1747129166.70303,-0.47476083,-62.10017395
1747129166.70552,-0.47476083,-61.96105957
1747129166.70806,-0.47476083,-61.807247162
1747129166.71057,-0.47476083,-61.638870239
1747129166.71323,-0.47476083,-61.456100464
1747129166.71595,-0.47476083,-61.259098053
1747129166.71836,-0.47476083,-61.048057556
1747129166.72085,-0.47476083,-60.823188782
1747129166.72328,-0.47476083,-60.584693909
1747129166.72581,-0.47476083,-60.332847595
1747129166.72831,-0.47476083,-60.067840576
1747129166.73086,-0.47476083,-59.789993286
1747129166.73335,-0.47476083,-59.499530792
1747129166.73587,-0.47476083,-59.196788788
1747129166.73838,-0.47476083,-58.882026672
1747129166.7409,-0.47476083,-58.555595398
1747129166.74344,-0.488263071,-56.412441254
1747129166.74599,-0.501762629,-57.432357788
1747129166.74851,-0.488263071,-62.028503418
1747129166.75101,-0.488263071,-58.495594025
1747129166.75349,-0.488263071,-58.115871429
1747129166.756,-0.488263071,-57.726634979
1747129166.75847,-0.488263071,-57.328216553
1747129166.76098,-0.488263071,-56.921089172
1747129166.76347,-0.501762629,-54.68547821
1747129166.76602,-0.501762629,-57.437835693
1747129166.76849,-0.501762629,-57.006988525
1747129166.77099,-0.501762629,-56.569133759
1747129166.77347,-0.501762629,-56.124687195
1747129166.77597,-0.501762629,-55.674152374
1747129166.77848,-0.501762629,-55.21792984
1747129166.78108,-0.501762629,-54.756561279
1747129166.78357,-0.528764427,-50.836669922
1747129166.78606,-0.528764427,-56.531646729
1747129166.78858,-0.528764427,-56.057601929
1747129166.79119,-0.542263985,-53.769065857
1747129166.7938,-0.555763543,-54.732784271
1747129166.79631,-0.555763543,-57.329231262
1747129166.79883,-0.555763543,-56.845237732
1747129166.80134,-0.569263101,-54.566207886
1747129166.80389,-0.582765341,-55.417976379
1747129166.80656,-0.596264899,-56.30430603
1747129166.80916,-0.596264899,-58.969028473
1747129166.81172,-0.609764457,-56.812278748
1747129166.81432,-0.609764457,-59.355812073
1747129166.8168,-0.609764457,-58.873867035
1747129166.81929,-0.623266697,-56.57882309
1747129166.82181,-0.636766255,-57.44311142
1747129166.82429,-0.636766255,-60.155586243
1747129166.82686,-0.636766255,-59.686065674
1747129166.82947,-0.636766255,-59.220878601
1747129166.832,-0.650265813,-57.007377625
1747129166.83448,-0.650265813,-59.661186218
1747129166.83701,-0.650265813,-59.212043762
1747129166.83949,-0.650265813,-58.769195557
1747129166.84199,-0.663765371,-56.482337952
1747129166.84448,-0.663765371,-59.259944916
1747129166.847,-0.663765371,-58.838882446
1747129166.84947,-0.663765371,-58.425941467
1747129166.85198,-0.677267611,-56.1679039
1747129166.85446,-0.677267611,-58.982288361
1747129166.85699,-0.690767169,-56.76625824
1747129166.85946,-0.690767169,-59.576282501
1747129166.86206,-0.704266727,-57.382984161
1747129166.86462,-0.704266727,-60.211490631
1747129166.86711,-0.704266727,-59.867752075
1747129166.8696,-0.717768967,-57.709907532
1747129166.87214,-0.731268525,-58.740627289
1747129166.87466,-0.731268525,-61.618274689
1747129166.8772,-0.731268525,-61.322570801
1747129166.87977,-0.744768083,-59.271881104
1747129166.88235,-0.758267641,-60.390499115
1747129166.88488,-0.758267641,-63.224975586
1747129166.88735,-0.758267641,-62.98249054
1747129166.88986,-0.771769881,-60.911891937
1747129166.89234,-0.785269439,-62.079460144
1747129166.89484,-0.785269439,-65.051780701
1747129166.89755,-0.785269439,-64.866905212
1747129166.90012,-0.785269439,-64.697006226
1747129166.90261,-0.785269439,-64.542274475
1747129166.90511,-0.785269439,-64.402900696
1747129166.90765,-0.785269439,-64.279022217
1747129166.91015,-0.785269439,-64.170806885
1747129166.91277,-0.785269439,-64.078369141
1747129166.9153,-0.785269439,-64.001831055
1747129166.91777,-0.798768997,-62.153755188
1747129166.92025,-0.798768997,-65.252449036
1747129166.92277,-0.798768997,-65.224136353
1747129166.92531,-0.798768997,-65.212005615
1747129166.92796,-0.798768997,-65.216087341
1747129166.93047,-0.812271237,-63.486488342
1747129166.9332,-0.812271237,-66.628791809
1747129166.93576,-0.812271237,-66.681503296
1747129166.93823,-0.825770795,-65.002037048
1747129166.94066,-0.825770795,-68.190940857
1747129166.94309,-0.825770795,-68.291893005
1747129166.94553,-0.825770795,-68.4087677
1747129166.94807,-0.839270353,-66.616676331
1747129166.95046,-0.839270353,-70.045394897
1747129166.95292,-0.839270353,-70.209259033
1747129166.95537,-0.839270353,-70.38848877
1747129166.95784,-0.839270353,-70.582885742
1747129166.96034,-0.839270353,-70.792266846
1747129166.96279,-0.839270353,-71.016410828
1747129166.96529,-0.839270353,-71.255104065
1747129166.96776,-0.839270353,-71.508049011
1747129166.97031,-0.839270353,-71.775047302
1747129166.97273,-0.839270353,-72.055763245
1747129166.97517,-0.839270353,-72.349945068
1747129166.97767,-0.839270353,-72.657241821
1747129166.98009,-0.839270353,-72.977340698
1747129166.98255,-0.839270353,-73.309936523
1747129166.98507,-0.825770795,-75.541976929
1747129166.98752,-0.825770795,-72.655456543
1747129166.98997,-0.825770795,-73.023262024
1747129166.99242,-0.825770795,-73.402053833
1747129166.99495,-0.812271237,-75.708076477
1747129166.99749,-0.812271237,-72.83530426
1747129167.00001,-0.812271237,-73.244506836
1747129167.0025,-0.812271237,-73.663032532
1747129167.00505,-0.812271237,-74.090354919
1747129167.00748,-0.812271237,-74.526054382
1747129167.00996,-0.812271237,-74.96962738
1747129167.01244,-0.812271237,-75.420623779
1747129167.01507,-0.812271237,-75.87853241
1747129167.0175,-0.812271237,-76.342880249
1747129167.02002,-0.798768997,-78.645019531
1747129167.02252,-0.798768997,-75.932861328
1747129167.02497,-0.798768997,-76.413337708
1747129167.02749,-0.785269439,-78.77243042
1747129167.03001,-0.785269439,-76.03125
1747129167.03253,-0.785269439,-76.523193359
1747129167.03501,-0.771769881,-78.837974548
1747129167.03752,-0.758267641,-77.985946655
1747129167.04004,-0.758267641,-75.301727295
1747129167.04257,-0.758267641,-75.801322937
1747129167.04513,-0.744768083,-78.091423035
1747129167.04771,-0.731268525,-77.259681702
1747129167.0502,-0.717768967,-76.316497803
1747129167.05273,-0.717768967,-73.732543945
1747129167.05526,-0.704266727,-76.01587677
1747129167.05777,-0.690767169,-75.170272827
1747129167.06028,-0.690767169,-72.503822327
1747129167.06287,-0.690767169,-72.992080688
1747129167.06539,-0.677267611,-75.210357666
1747129167.0679,-0.677267611,-72.600753784
1747129167.0704,-0.663765371,-74.892379761
1747129167.07291,-0.663765371,-72.189208984
1747129167.07541,-0.663765371,-72.652572632
1747129167.07796,-0.650265813,-74.938323975
1747129167.08057,-0.650265813,-72.203369141
1747129167.08315,-0.650265813,-72.645401001
1747129167.08566,-0.650265813,-73.079353333
1747129167.08815,-0.636766255,-75.327339172
1747129167.09066,-0.623266697,-74.40839386
1747129167.09317,-0.623266697,-71.616363525
1747129167.09571,-0.623266697,-72.013000488
1747129167.09824,-0.623266697,-72.399124146
1747129167.10075,-0.609764457,-74.561019897
1747129167.10329,-0.596264899,-73.592315674
1747129167.10581,-0.596264899,-70.778739929
1747129167.10834,-0.596264899,-71.118621826
1747129167.11086,-0.582765341,-73.244628906
1747129167.11352,-0.569263101,-72.207458496
1747129167.11622,-0.555763543,-71.014457703
1747129167.11887,-0.555763543,-68.28137207
1747129167.12144,-0.542263985,-70.21257019
1747129167.12406,-0.528764427,-69.178710938
1747129167.12666,-0.515262187,-68.027816772
1747129167.12929,-0.501762629,-66.927772522
1747129167.13195,-0.501762629,-64.07849884
1747129167.13463,-0.501762629,-64.277130127
1747129167.1373,-0.488263071,-66.078536987
1747129167.14,-0.488263071,-63.271354675
1747129167.14266,-0.488263071,-63.422176361
1747129167.1454,-0.488263071,-63.556659698
1747129167.148,-0.488263071,-63.67464447
1747129167.15053,-0.488263071,-63.775985718
1747129167.15303,-0.488263071,-63.860542297
1747129167.15557,-0.488263071,-63.928207397
1747129167.15806,-0.488263071,-63.978881836
1747129167.1606,-0.488263071,-64.012504578
1747129167.16315,-0.488263071,-64.029006958
1747129167.16572,-0.488263071,-64.028366089
1747129167.16823,-0.488263071,-64.010559082
1747129167.17074,-0.488263071,-63.975597382
1747129167.17333,-0.488263071,-63.923500061
1747129167.17587,-0.488263071,-63.854316711
1747129167.17837,-0.488263071,-63.768104553
1747129167.18082,-0.488263071,-63.664962769
1747129167.18328,-0.488263071,-63.544975281
1747129167.18583,-0.488263071,-63.408279419
1747129167.1883,-0.488263071,-63.255012512
1747129167.1908,-0.488263071,-63.085330963
1747129167.19328,-0.488263071,-62.899417877
1747129167.19579,-0.488263071,-62.697475433
1747129167.19831,-0.47476083,-64.295143127
1747129167.20082,-0.47476083,-60.890522003
1747129167.20332,-0.47476083,-60.641876221
1747129167.20583,-0.47476083,-60.378196716
1747129167.20834,-0.47476083,-60.099758148
1747129167.21084,-0.47476083,-59.806877136
1747129167.21337,-0.47476083,-59.4998703
1747129167.21591,-0.47476083,-59.179088593
1747129167.21841,-0.47476083,-58.844882965
1747129167.22095,-0.488263071,-56.699817657
1747129167.22345,-0.488263071,-59.493656158
1747129167.22599,-0.488263071,-59.121543884
