time,pitch_position,pitch_velocity
1746695749.71966,-0.933772624,-56
1746695749.73056,-0.933772624,-56
1746695749.7418,-0.933772624,-56
1746695749.75286,-0.933772624,-56
1746695749.76416,-0.933772624,-56
1746695749.7754,-0.933772624,-56
1746695749.78642,-0.933772624,-56
1746695749.79743,-0.933772624,-56
1746695749.80893,-0.933772624,-56
1746695749.82009,-0.933772624,-56
1746695749.83101,-0.933772624,-56
1746695749.84212,-0.933772624,-56
1746695749.85312,-0.933772624,-56
1746695749.86423,-0.933772624,-56
1746695749.87496,-0.933772624,-56
1746695749.88596,-0.933772624,-56
1746695749.89691,-0.933772624,-56
1746695749.90815,-0.933772624,-56
1746695749.91926,-0.933772624,-56
1746695749.93023,-0.933772624,-56
1746695749.94136,-0.933772624,-56
1746695749.95241,-0.933772624,-56
1746695749.96367,-0.933772624,-56
1746695749.97469,-0.933772624,-56
1746695749.98581,-0.933772624,-56
1746695749.99694,-0.933772624,-56
1746695750.00815,-0.933772624,-56
1746695750.01928,-0.933772624,-56
1746695750.03036,-0.933772624,-56
1746695750.04139,-0.933772624,-56
1746695750.05273,-0.933772624,-56
1746695750.06363,-0.933772624,-56
1746695750.07471,-0.933772624,-56
1746695750.0858,-0.933772624,-56
1746695750.0971,-0.933772624,-56
1746695750.10806,-0.933772624,-56
1746695750.11909,-0.933772624,-56
1746695750.13026,-0.933772624,-56
1746695750.14159,-0.933772624,-56
1746695750.15269,-0.933772624,-56
1746695750.16377,-0.933772624,-56
1746695750.17497,-0.933772624,-56
1746695750.18615,-0.933772624,-56
1746695750.19739,-0.933772624,-56
1746695750.20865,-0.933772624,-56
1746695750.21967,-0.933772624,-56
1746695750.2308,-0.933772624,-56
1746695750.24199,-0.933772624,-56
1746695750.25318,-0.933772624,-56
1746695750.26441,-0.933772624,-56
1746695750.27575,-0.933772624,-56
1746695750.28715,-0.933772624,-56
1746695750.29855,-0.933772624,-56
1746695750.30932,-0.933772624,-56
1746695750.32056,-0.933772624,-56
1746695750.33162,-0.933772624,-56
1746695750.34265,-0.933772624,-56
1746695750.35366,-0.933772624,-56
1746695750.36469,-0.933772624,-56
1746695750.37583,-0.933772624,-56
1746695750.38697,-0.933772624,-56
1746695750.39799,-0.933772624,-56
1746695750.40907,-0.933772624,-56
1746695750.42017,-0.933772624,-56
1746695750.43122,-0.933772624,-56
1746695750.44212,-0.933772624,-56
1746695750.4533,-0.933772624,-56
1746695750.46419,-0.933772624,-56
1746695750.47548,-0.933772624,-56
1746695750.48634,-0.933772624,-56
1746695750.49772,-0.933772624,-56
1746695750.50889,-0.933772624,-56
1746695750.51984,-0.933772624,-56
1746695750.53089,-0.933772624,-56
1746695750.54199,-0.933772624,-56
1746695750.55311,-0.933772624,-56
1746695750.56415,-0.933772624,-56
1746695750.57565,-0.933772624,-56
1746695750.58671,-0.933772624,-56
1746695750.59773,-0.933772624,-56
1746695750.60896,-0.933772624,-56
1746695750.6201,-0.933772624,-56
1746695750.63117,-0.933772624,-56
1746695750.64232,-0.933772624,-56
1746695750.65344,-0.933772624,-56
1746695750.66447,-0.933772624,-56
1746695750.676,-0.933772624,-56
1746695750.68713,-0.933772624,-56
1746695750.69839,-0.933772624,-56
1746695750.70971,-0.933772624,-56
1746695750.72072,-0.933772624,-56
1746695750.73212,-0.933772624,-56
1746695750.74317,-0.933772624,-56
1746695750.75457,-0.933772624,-56
1746695750.76571,-0.933772624,-56
1746695750.77709,-0.933772624,-56
1746695750.78818,-0.933772624,-56
1746695750.79913,-0.933772624,-56
1746695750.81066,-0.933772624,-56
1746695750.82183,-0.933772624,-56
1746695750.8328,-0.933772624,-56
1746695750.84382,-0.933772624,-56
1746695750.85495,-0.933772624,-56
1746695750.86601,-0.933772624,-56
1746695750.87721,-0.933772624,-56
1746695750.88833,-0.933772624,-56
1746695750.89928,-0.933772624,-56
1746695750.91027,-0.933772624,-56
1746695750.92145,-0.933772624,-56
1746695750.93255,-0.933772624,-66
1746695750.94376,-0.893271267,-66
1746695750.95485,-0.866272151,-66
1746695750.96593,-0.839270353,-66
1746695750.97712,-0.812271237,-66
1746695750.98824,-0.798768997,-66
1746695750.99956,-0.798768997,-66
1746695751.01098,-0.771769881,-66
1746695751.02255,-0.744768083,-66
1746695751.03356,-0.704266727,-66
1746695751.04456,-0.663765371,-66
1746695751.05565,-0.636766255,-66
1746695751.06687,-0.609764457,-66
1746695751.07812,-0.582765341,-66
1746695751.08948,-0.528764427,-66
1746695751.10047,-0.515262187,-66
1746695751.11142,-0.488263071,-66
1746695751.12244,-0.461261272,-66
1746695751.13343,-0.447761714,-66
1746695751.14483,-0.420759916,-66
1746695751.15619,-0.3937608,-66
1746695751.16717,-0.339757204,-66
1746695751.17825,-0.312758088,-66
1746695751.18934,-0.28575629,-66
1746695751.20041,-0.272256732,-66
1746695751.2114,-0.245254934,-66
1746695751.22287,-0.231755376,-66
1746695751.23382,-0.218255818,-66
1746695751.24488,-0.19125402,-66
1746695751.25595,-0.177754462,-66
1746695751.26698,-0.150752664,-66
1746695751.27814,-0.137253106,-66
1746695751.28932,-0.11025399,-66
1746695751.30046,-0.09675175,-66
1746695751.31153,-0.056250393,-66
1746695751.32264,-0.042750835,-66
1746695751.33379,-0.015751719,-66
1746695751.34495,-0.002249479,-66
1746695751.35617,0.024749637,-66
1746695751.36735,0.038251877,-66
1746695751.37836,0.065250993,-66
1746695751.38951,0.092252791,-66
1746695751.40047,0.105752349,-66
1746695751.4118,0.146253705,-66
1746695751.42347,0.159753263,-66
1746695751.43456,0.200254619,-66
1746695751.44564,0.227256417,-66
1746695751.45698,0.254255533,-66
1746695751.46806,0.281257331,-66
1746695751.47923,0.348757803,-66
1746695751.49064,0.38925916,-66
1746695751.5017,0.416260958,-66
1746695751.51299,0.470261872,-66
1746695751.52443,0.49726367,-66
1746695751.53549,0.524262786,-66
1746695751.54668,0.5782637,-66
1746695751.55786,0.618765056,-66
1746695751.56893,0.67276597,-66
1746695751.57984,0.726766884,-66
1746695751.59092,0.780770481,-66
1746695751.602,0.834771395,-66
1746695751.61295,0.888772309,-66
1746695751.62393,0.929273665,-66
1746695751.63492,0.969775021,-66
1746695751.64613,1.023775935,-66
1746695751.65707,1.077776909,-66
1746695751.66839,1.131777763,-66
1746695751.67949,1.185778618,-66
1746695751.69065,1.239782333,-66
1746695751.70193,1.280280948,-66
1746695751.71283,1.334284544,-66
1746695751.7239,1.374783278,-66
1746695751.73493,1.442286372,-66
1746695751.74603,1.509786844,-66
1746695751.75722,1.5502882,-66
1746695751.76833,1.563787699,-66
1746695751.77949,1.577290058,-66
1746695751.79059,1.604289055,-66
1746695751.80172,1.631290913,-66
1746695751.81279,1.698791385,-66
1746695751.82411,1.739292741,-66
1746695751.83511,1.766294479,-66
1746695751.8463,1.779794097,-66
1746695751.85734,1.793293715,-66
1746695751.86838,1.793293715,-66
1746695751.8796,1.793293715,-66
1746695751.89082,1.806795835,-66
1746695751.9019,1.833795071,-66
1746695751.91282,1.833795071,-66
1746695751.92416,1.833795071,-66
1746695751.93528,1.833795071,-66
1746695751.94624,1.833795071,-66
1746695751.95749,1.833795071,-66
1746695751.96855,1.833795071,-66
1746695751.97952,1.833795071,-66
1746695751.99064,1.833795071,-66
1746695752.00177,1.833795071,-66
1746695752.01283,1.833795071,-66
1746695752.02383,1.833795071,-66
1746695752.03496,1.833795071,-66
1746695752.0463,1.833795071,-66
1746695752.05732,1.833795071,-66
1746695752.06854,1.833795071,-66
1746695752.07981,1.833795071,-66
1746695752.09088,1.833795071,-66
1746695752.10189,1.833795071,-66
1746695752.11308,1.833795071,-66
1746695752.12413,1.833795071,-66
1746695752.13517,1.833795071,-66
1746695752.14645,1.833795071,-66
1746695752.1577,1.833795071,-66
1746695752.16872,1.833795071,-66
1746695752.17971,1.833795071,-66
1746695752.1908,1.833795071,-66
1746695752.2019,1.833795071,-66
1746695752.21294,1.833795071,-66
1746695752.22405,1.833795071,-66
1746695752.23504,1.833795071,-66
1746695752.24615,1.833795071,-66
1746695752.25715,1.833795071,-66
1746695752.26834,1.833795071,-66
1746695752.27957,1.833795071,-66
1746695752.29084,1.833795071,-66
1746695752.30189,1.833795071,-66
1746695752.313,1.833795071,-66
1746695752.32425,1.833795071,-66
1746695752.33547,1.833795071,-66
1746695752.34802,1.833795071,-66
1746695752.35899,1.833795071,-66
1746695752.37001,1.833795071,-66
1746695752.38098,1.833795071,-66
1746695752.39198,1.833795071,-66
1746695752.40295,1.833795071,-66
1746695752.41411,1.833795071,-66
1746695752.42538,1.833795071,-66
1746695752.43649,1.833795071,-66
1746695752.44749,1.833795071,-66
1746695752.45871,1.833795071,-66
1746695752.4697,1.833795071,-66
1746695752.48067,1.833795071,-66
1746695752.4916,1.833795071,-66
1746695752.50273,1.833795071,-66
1746695752.51379,1.833795071,-66
1746695752.52502,1.833795071,-66
1746695752.53615,1.833795071,-66
1746695752.54709,1.833795071,-66
1746695752.55796,1.833795071,-66
1746695752.56894,1.833795071,-66
1746695752.57995,1.833795071,-66
1746695752.59102,1.833795071,-66
1746695752.6022,1.833795071,-66
1746695752.61332,1.833795071,-66
1746695752.62443,1.833795071,-66
1746695752.63547,1.833795071,-66
1746695752.64652,1.833795071,-66
1746695752.6578,1.833795071,-66
1746695752.66887,1.833795071,-66
1746695752.68011,1.833795071,-66
1746695752.69127,1.833795071,-66
1746695752.70242,1.833795071,-66
1746695752.71349,1.833795071,-66
1746695752.72472,1.833795071,-66
1746695752.73584,1.833795071,-66
1746695752.74699,1.833795071,-66
1746695752.75815,1.833795071,-66
1746695752.76914,1.833795071,-66
1746695752.78041,1.833795071,-66
1746695752.79148,1.833795071,-66
1746695752.80247,1.833795071,-66
1746695752.81346,1.833795071,-66
1746695752.82446,1.833795071,-66
1746695752.83573,1.833795071,-66
1746695752.84695,1.833795071,-66
1746695752.85805,1.833795071,-66
1746695752.86911,1.833795071,-66
1746695752.88008,1.833795071,-66
1746695752.89118,1.833795071,-66
1746695752.9022,1.833795071,-66
1746695752.91324,1.833795071,-66
1746695752.92417,1.833795071,-66
1746695752.93514,1.833795071,-66
1746695752.94643,1.833795071,-66
1746695752.95752,1.833795071,-66
1746695752.96865,1.833795071,-66
1746695752.97955,1.833795071,-66
1746695752.99052,1.833795071,-66
1746695753.00163,1.833795071,-66
1746695753.01264,1.833795071,-66
1746695753.02371,1.833795071,-66
1746695753.03472,1.833795071,-66
1746695753.04574,1.833795071,-66
1746695753.057,1.833795071,-66
1746695753.06812,1.833795071,-66
1746695753.07922,1.833795071,-66
1746695753.09028,1.833795071,-66
1746695753.10132,1.833795071,-66
1746695753.11241,1.833795071,-66
1746695753.12361,1.833795071,-66
1746695753.13463,1.833795071,-66
1746695753.1461,1.833795071,-66
1746695753.15726,1.833795071,-66
1746695753.16844,1.833795071,-66
1746695753.17961,1.833795071,-66
1746695753.1908,1.833795071,-66
1746695753.20185,1.833795071,-66
1746695753.21307,1.833795071,-66
1746695753.22397,1.833795071,-66
1746695753.23506,1.833795071,-66
1746695753.24619,1.833795071,-66
1746695753.2571,1.833795071,-66
1746695753.26834,1.833795071,-66
1746695753.27955,1.833795071,-66
1746695753.29074,1.833795071,-66
1746695753.30176,1.833795071,-66
1746695753.31281,1.833795071,-66
1746695753.32402,1.833795071,-66
1746695753.33508,1.833795071,-66
1746695753.34595,1.833795071,-66
1746695753.35705,1.833795071,-66
1746695753.36799,1.833795071,-66
1746695753.37918,1.833795071,-66
1746695753.39027,1.833795071,-66
1746695753.40123,1.833795071,-66
1746695753.41244,1.833795071,-66
1746695753.42383,1.833795071,-66
1746695753.43526,1.833795071,-66
1746695753.44634,1.833795071,-66
1746695753.45742,1.833795071,-66
1746695753.46855,1.833795071,-66
1746695753.47966,1.833795071,-66
1746695753.49099,1.833795071,-66
1746695753.50245,1.833795071,-66
1746695753.51346,1.833795071,-66
1746695753.52467,1.833795071,-66
1746695753.53569,1.833795071,-66
1746695753.54685,1.833795071,-66
1746695753.55797,1.833795071,-66
1746695753.56894,1.833795071,-66
1746695753.58015,1.833795071,-66
1746695753.59129,1.833795071,-66
1746695753.60227,1.833795071,-66
1746695753.61347,1.833795071,-66
1746695753.62453,1.833795071,-66
1746695753.6356,1.833795071,-66
1746695753.64666,1.833795071,-66
1746695753.65765,1.833795071,-66
1746695753.66868,1.833795071,-66
1746695753.67979,1.833795071,-66
1746695753.691,1.833795071,-66
1746695753.70198,1.833795071,-66
1746695753.71322,1.833795071,-66
1746695753.72424,1.833795071,-66
1746695753.73527,1.833795071,-66
1746695753.74652,1.833795071,-66
1746695753.75753,1.833795071,-66
1746695753.76858,1.833795071,-66
1746695753.77983,1.833795071,-66
1746695753.79081,1.833795071,-66
1746695753.80193,1.833795071,-66
1746695753.81278,1.833795071,-66
1746695753.82397,1.833795071,-66
1746695753.835,1.833795071,-66
1746695753.84588,1.833795071,-66
1746695753.85766,1.833795071,-66
1746695753.86864,1.833795071,-66
1746695753.87957,1.833795071,-66
1746695753.89121,1.833795071,-66
1746695753.90212,1.833795071,-66
1746695753.9132,1.833795071,-66
1746695753.92441,1.833795071,-66
1746695753.93547,1.833795071,-66
1746695753.94659,1.833795071,-66
1746695753.95748,1.833795071,-66
1746695753.96857,1.833795071,-66
1746695753.97956,1.833795071,-66
1746695753.99074,1.833795071,-66
1746695754.00184,1.833795071,-66
1746695754.01305,1.833795071,-66
1746695754.02418,1.833795071,-66
1746695754.03514,1.833795071,-66
1746695754.04612,1.833795071,-66
1746695754.05733,1.833795071,-66
1746695754.06834,1.833795071,-66
1746695754.07925,1.833795071,-66
1746695754.09034,1.833795071,-66
1746695754.10159,1.833795071,-66
1746695754.11254,1.833795071,-66
1746695754.12367,1.833795071,-66
1746695754.13482,1.833795071,-66
1746695754.14584,1.833795071,-66
1746695754.15693,1.833795071,-66
1746695754.16802,1.833795071,-66
1746695754.17893,1.833795071,-66
1746695754.19006,1.833795071,-66
1746695754.20127,1.833795071,-66
1746695754.21233,1.833795071,-66
1746695754.22341,1.833795071,-66
1746695754.23459,1.833795071,-66
1746695754.24581,1.833795071,-66
1746695754.25686,1.833795071,-66
1746695754.26795,1.833795071,-66
1746695754.27948,1.833795071,-66
1746695754.2906,1.833795071,-66
1746695754.3017,1.833795071,-66
